USN,LINE,WORKSTATION,STAGE,TRNDATA,TRNDATE,PASSCOUNT,RESULTFLAG,USERID,INSERTTIME,LINENO,VENDOR,A_ERRORCODE,AQM_ERRORCODE
USN000586,LINE005,WORKSTATION006,M1,USN000873,27-04-01 09:20:04,3,T,USER001,27-04-01 01:36:27,4,VENDOR1,,
USN000587,LINE005,WORKSTATION003,M1,USN000487,27-04-02 10:28:54,1,T,USER018,27-04-02 13:46:47,3,VENDOR5,,
USN000588,LINE002,WORKSTATION010,M2,USN000487,27-04-03 08:38:29,3,T,USER012,27-04-03 14:03:34,4,VENDOR4,,ERROR1
USN000589,LINE001,WORKSTATION007,M5,USN000545,27-04-04 23:35:50,3,T,USER005,27-04-04 03:53:16,3,VENDOR1,,
USN000590,LINE005,WORKSTATION005,M4,USN000722,27-04-05 19:44:43,3,T,USER014,27-04-05 14:45:11,2,VENDOR2,,
USN000591,LINE002,WORKSTATION001,M4,USN000577,27-04-06 02:30:26,3,T,USER002,27-04-06 02:57:10,4,VENDOR1,,
USN000592,LINE002,WORKSTATION002,M5,USN000184,27-04-07 07:10:19,2,T,USER007,27-04-07 17:05:23,2,VENDOR4,,
USN000593,LINE003,WORKSTATION007,M3,USN000032,27-04-08 21:17:11,3,T,USER003,27-04-08 03:48:20,5,VENDOR3,,
USN000594,LINE003,WORKSTATION005,M5,USN000308,27-04-09 03:52:48,0,T,USER008,27-04-09 17:00:41,3,VENDOR4,,
USN000595,LINE001,WORKSTATION007,M2,USN000018,27-04-10 07:39:41,2,T,USER015,27-04-10 16:30:28,1,VENDOR1,,
USN000596,LINE001,WORKSTATION005,M2,USN000527,27-04-11 04:47:07,2,T,USER012,27-04-11 09:52:31,3,VENDOR3,,
USN000597,LINE004,WORKSTATION003,M1,USN000746,27-04-12 19:02:11,3,T,USER018,27-04-12 15:07:30,4,VENDOR3,,
USN000598,LINE002,WORKSTATION001,M4,USN000452,27-04-13 22:47:00,2,T,USER001,27-04-13 02:22:44,4,VENDOR5,,
USN000599,LINE003,WORKSTATION002,M2,USN000988,27-04-14 16:55:09,0,T,USER015,27-04-14 23:53:10,5,VENDOR1,K7420801,
USN000600,LINE003,WORKSTATION006,M2,USN000325,27-04-15 11:21:44,0,T,USER014,27-04-15 08:59:09,2,VENDOR3,,
USN000601,LINE005,WORKSTATION007,M5,USN000074,27-04-16 17:59:49,3,F,USER010,27-04-16 17:28:49,5,VENDOR5,,
USN000602,LINE002,WORKSTATION002,M2,USN000514,27-04-17 11:33:55,3,T,USER004,27-04-17 20:47:07,3,VENDOR1,,
USN000603,LINE002,WORKSTATION008,M3,USN000505,27-04-18 08:12:09,0,T,USER003,27-04-18 07:06:02,2,VENDOR3,,ERROR3
USN000604,LINE003,WORKSTATION010,M2,USN000439,27-04-19 03:50:23,2,T,USER011,27-04-19 09:42:29,1,VENDOR4,,
USN000605,LINE001,WORKSTATION006,M3,USN000193,27-04-20 02:58:19,0,T,USER004,27-04-20 10:34:30,2,VENDOR3,,
USN000606,LINE002,WORKSTATION009,M4,USN000129,27-04-21 10:59:15,0,T,USER002,27-04-21 01:40:36,1,VENDOR5,,
USN000607,LINE001,WORKSTATION007,M5,USN000014,27-04-22 05:05:04,3,T,USER008,27-04-22 05:49:40,1,VENDOR5,,
USN000608,LINE003,WORKSTATION006,M5,USN000038,27-04-23 04:04:31,2,T,USER017,27-04-23 15:36:17,5,VENDOR2,,
USN000609,LINE005,WORKSTATION010,M2,USN000816,27-04-24 06:19:25,0,T,USER013,27-04-24 21:05:19,4,VENDOR2,,ERROR1
USN000610,LINE004,WORKSTATION005,M1,USN000991,27-04-25 23:51:26,0,T,USER004,27-04-25 20:50:28,5,VENDOR3,,
USN000611,LINE005,WORKSTATION002,M4,USN000146,27-04-26 08:54:01,3,T,USER002,27-04-26 20:09:14,1,VENDOR2,,
USN000612,LINE003,WORKSTATION009,M1,USN000204,27-04-27 16:44:44,1,T,USER020,27-04-27 00:20:46,2,VENDOR5,,
USN000613,LINE003,WORKSTATION006,M3,USN001000,27-04-28 07:35:21,3,T,USER003,27-04-28 11:16:10,2,VENDOR5,,
USN000614,LINE001,WORKSTATION009,M2,USN000960,27-04-29 02:53:30,2,T,USER015,27-04-29 15:19:56,2,VENDOR1,,
USN000615,LINE005,WORKSTATION007,M5,USN000548,27-04-30 03:10:43,1,T,USER006,27-04-30 15:07:22,4,VENDOR3,,
USN000616,LINE005,WORKSTATION004,M5,USN000870,27-05-01 18:11:27,3,T,USER005,27-05-01 06:10:07,3,VENDOR1,,
USN000617,LINE001,WORKSTATION001,M5,USN000720,27-05-02 03:12:30,3,T,USER007,27-05-02 04:29:49,4,VENDOR1,,
USN000618,LINE002,WORKSTATION010,M4,USN000536,27-05-03 21:42:54,1,T,USER009,27-05-03 08:37:38,3,VENDOR4,,
USN000619,LINE004,WORKSTATION001,M4,USN000310,27-05-04 12:33:40,0,T,USER001,27-05-04 20:36:11,1,VENDOR1,K5030492,
USN000620,LINE002,WORKSTATION002,M1,USN000267,27-05-05 02:05:48,0,T,USER007,27-05-05 01:11:59,4,VENDOR5,,ERROR3
USN000621,LINE002,WORKSTATION007,M2,USN000624,27-05-06 06:46:35,0,T,USER002,27-05-06 04:28:25,2,VENDOR2,K7881890,
USN000622,LINE005,WORKSTATION006,M4,USN000992,27-05-07 05:08:52,2,T,USER010,27-05-07 19:24:37,2,VENDOR3,,
USN000623,LINE001,WORKSTATION009,M1,USN000602,27-05-08 07:41:51,1,T,USER011,27-05-08 08:56:06,2,VENDOR1,,
USN000624,LINE005,WORKSTATION009,M1,USN000761,27-05-09 09:38:47,2,T,USER017,27-05-09 22:34:38,4,VENDOR5,,
USN000625,LINE001,WORKSTATION006,M4,USN000556,27-05-10 18:06:53,2,T,USER014,27-05-10 15:36:52,1,VENDOR2,,
USN000626,LINE005,WORKSTATION008,M2,USN000324,27-05-11 06:53:05,3,T,USER011,27-05-11 03:38:04,1,VENDOR2,,
USN000627,LINE004,WORKSTATION006,M2,USN000767,27-05-12 00:25:21,3,T,USER007,27-05-12 18:06:16,2,VENDOR4,K9691663,
USN000628,LINE001,WORKSTATION009,M1,USN000816,27-05-13 11:26:43,1,T,USER015,27-05-13 08:48:50,2,VENDOR3,,
USN000629,LINE004,WORKSTATION009,M4,USN000795,27-05-14 21:11:14,0,T,USER016,27-05-14 12:25:04,5,VENDOR4,,
USN000630,LINE003,WORKSTATION001,M4,USN000782,27-05-15 11:51:16,2,T,USER006,27-05-15 13:25:44,5,VENDOR4,,
USN000631,LINE002,WORKSTATION010,M3,USN000651,27-05-16 15:55:49,0,T,USER020,27-05-16 17:41:56,5,VENDOR5,,
USN000632,LINE005,WORKSTATION002,M2,USN000024,27-05-17 04:48:32,3,T,USER007,27-05-17 03:55:54,1,VENDOR1,,
USN000633,LINE001,WORKSTATION007,M1,USN000238,27-05-18 16:15:45,1,T,USER013,27-05-18 11:49:20,1,VENDOR3,,
USN000634,LINE001,WORKSTATION003,M3,USN000137,27-05-19 21:00:26,1,T,USER010,27-05-19 20:22:10,4,VENDOR2,K0642238,
USN000635,LINE002,WORKSTATION003,M4,USN000905,27-05-20 16:19:03,2,T,USER005,27-05-20 20:00:32,3,VENDOR3,K4162210,
USN000636,LINE001,WORKSTATION002,M3,USN000775,27-05-21 07:45:51,2,T,USER012,27-05-21 22:51:13,1,VENDOR4,K0759358,
USN000637,LINE004,WORKSTATION004,M2,USN000675,27-05-22 12:42:36,0,T,USER004,27-05-22 10:04:28,1,VENDOR4,,
USN000638,LINE004,WORKSTATION002,M2,USN000119,27-05-23 11:45:30,2,T,USER014,27-05-23 01:35:14,1,VENDOR3,,ERROR4
USN000639,LINE002,WORKSTATION001,M1,USN000108,27-05-24 06:16:58,3,T,USER013,27-05-24 22:22:48,2,VENDOR5,,
USN000640,LINE001,WORKSTATION003,M3,USN000689,27-05-25 04:11:08,3,T,USER006,27-05-25 00:47:18,4,VENDOR2,,
USN000641,LINE004,WORKSTATION003,M4,USN000177,27-05-26 20:47:31,1,F,USER003,27-05-26 11:43:59,5,VENDOR3,,
USN000642,LINE005,WORKSTATION006,M2,USN000264,27-05-27 09:07:59,3,T,USER015,27-05-27 09:07:02,5,VENDOR2,,
USN000643,LINE004,WORKSTATION001,M5,USN000849,27-05-28 16:19:01,3,T,USER018,27-05-28 05:15:22,1,VENDOR3,,ERROR1
USN000644,LINE004,WORKSTATION007,M2,USN000059,27-05-29 10:42:48,0,T,USER016,27-05-29 10:51:14,2,VENDOR4,,
USN000645,LINE004,WORKSTATION008,M4,USN000084,27-05-30 09:54:13,1,T,USER008,27-05-30 23:25:55,3,VENDOR5,,
USN000646,LINE003,WORKSTATION007,M1,USN000038,27-05-31 17:18:21,3,T,USER010,27-05-31 19:35:03,3,VENDOR3,,
USN000647,LINE001,WORKSTATION010,M4,USN000847,27-06-01 13:04:39,2,T,USER005,27-06-01 02:20:54,5,VENDOR2,,
USN000648,LINE001,WORKSTATION009,M4,USN000045,27-06-02 12:01:34,2,T,USER004,27-06-02 10:44:46,3,VENDOR4,K9537940,
USN000649,LINE004,WORKSTATION002,M5,USN000366,27-06-03 07:38:50,2,F,USER004,27-06-03 16:09:00,2,VENDOR4,,
USN000650,LINE002,WORKSTATION009,M3,USN000029,27-06-04 01:53:33,3,T,USER018,27-06-04 10:10:23,4,VENDOR4,,
USN000651,LINE001,WORKSTATION009,M1,USN000784,27-06-05 10:49:50,2,T,USER004,27-06-05 14:28:02,2,VENDOR5,,
USN000652,LINE001,WORKSTATION007,M2,USN000911,27-06-06 11:52:41,3,T,USER016,27-06-06 06:46:21,3,VENDOR4,,ERROR4
USN000653,LINE004,WORKSTATION002,M4,USN000106,27-06-07 16:46:17,1,T,USER011,27-06-07 01:05:05,5,VENDOR1,,ERROR2
USN000654,LINE005,WORKSTATION008,M5,USN000944,27-06-08 21:34:27,2,T,USER009,27-06-08 19:43:53,4,VENDOR4,,ERROR5
USN000655,LINE001,WORKSTATION007,M1,USN000113,27-06-09 23:40:55,1,T,USER004,27-06-09 08:42:26,4,VENDOR2,,
USN000656,LINE005,WORKSTATION006,M5,USN000493,27-06-10 19:50:58,0,T,USER018,27-06-10 13:01:02,3,VENDOR2,,
USN000657,LINE003,WORKSTATION002,M4,USN000411,27-06-11 08:54:24,1,T,USER016,27-06-11 23:40:08,3,VENDOR4,,
USN000658,LINE002,WORKSTATION009,M5,USN000841,27-06-12 17:07:00,0,T,USER017,27-06-12 22:33:44,2,VENDOR5,,
USN000659,LINE001,WORKSTATION006,M5,USN000198,27-06-13 12:08:27,2,T,USER010,27-06-13 22:42:14,2,VENDOR5,,
USN000660,LINE003,WORKSTATION010,M4,USN000649,27-06-14 10:25:15,2,T,USER009,27-06-14 00:58:40,2,VENDOR1,,
USN000661,LINE005,WORKSTATION007,M4,USN000202,27-06-15 12:29:47,1,T,USER013,27-06-15 10:26:57,2,VENDOR2,,
USN000662,LINE004,WORKSTATION004,M4,USN000059,27-06-16 11:00:57,0,T,USER002,27-06-16 23:29:40,3,VENDOR4,,
USN000663,LINE003,WORKSTATION002,M5,USN000959,27-06-17 22:21:09,3,F,USER010,27-06-17 04:25:05,3,VENDOR1,,
USN000664,LINE001,WORKSTATION004,M5,USN000865,27-06-18 11:27:07,0,T,USER014,27-06-18 13:25:44,5,VENDOR1,,
USN000665,LINE003,WORKSTATION007,M2,USN000481,27-06-19 08:56:48,0,T,USER009,27-06-19 04:39:25,1,VENDOR5,,
USN000666,LINE002,WORKSTATION009,M4,USN000194,27-06-20 23:30:09,1,T,USER014,27-06-20 04:34:44,1,VENDOR1,,
USN000667,LINE005,WORKSTATION008,M1,USN000777,27-06-21 09:40:54,3,T,USER004,27-06-21 02:15:17,1,VENDOR2,,
USN000668,LINE003,WORKSTATION004,M2,USN000996,27-06-22 14:39:48,0,T,USER012,27-06-22 04:30:43,1,VENDOR3,,
USN000669,LINE003,WORKSTATION008,M1,USN000124,27-06-23 13:45:56,2,T,USER004,27-06-23 12:51:47,4,VENDOR5,,
USN000670,LINE001,WORKSTATION010,M1,USN000639,27-06-24 07:45:45,1,T,USER011,27-06-24 00:49:06,4,VENDOR3,,
USN000671,LINE003,WORKSTATION008,M2,USN000325,27-06-25 16:59:07,0,T,USER017,27-06-25 20:12:40,1,VENDOR5,K1373747,
USN000672,LINE001,WORKSTATION002,M5,USN000710,27-06-26 08:51:04,0,T,USER015,27-06-26 21:48:33,3,VENDOR5,,
USN000673,LINE005,WORKSTATION009,M5,USN000665,27-06-27 14:28:38,3,T,USER006,27-06-27 10:15:04,4,VENDOR4,K8058055,
USN000674,LINE005,WORKSTATION001,M3,USN000636,27-06-28 03:06:06,2,T,USER014,27-06-28 02:55:00,4,VENDOR2,,
USN000675,LINE001,WORKSTATION001,M1,USN000785,27-06-29 12:11:55,3,T,USER011,27-06-29 15:23:21,3,VENDOR1,K5826168,ERROR4
USN000676,LINE001,WORKSTATION006,M4,USN000138,27-06-30 01:35:23,2,T,USER006,27-06-30 05:28:30,3,VENDOR2,,
USN000677,LINE005,WORKSTATION003,M1,USN000867,27-07-01 19:54:51,3,T,USER015,27-07-01 04:57:08,5,VENDOR3,,
USN000678,LINE001,WORKSTATION008,M4,USN000545,27-07-02 15:00:16,3,T,USER002,27-07-02 12:27:29,1,VENDOR3,,
USN000679,LINE003,WORKSTATION007,M3,USN000991,27-07-03 03:26:08,0,T,USER014,27-07-03 14:44:00,5,VENDOR2,,
USN000680,LINE002,WORKSTATION006,M5,USN000868,27-07-04 05:10:19,2,T,USER016,27-07-04 17:28:50,2,VENDOR2,,
USN000681,LINE001,WORKSTATION002,M5,USN000705,27-07-05 10:15:14,3,T,USER001,27-07-05 15:29:57,1,VENDOR5,,
USN000682,LINE005,WORKSTATION008,M2,USN000119,27-07-06 02:01:00,1,T,USER002,27-07-06 23:54:46,1,VENDOR1,,
USN000683,LINE005,WORKSTATION001,M4,USN000798,27-07-07 20:07:23,1,T,USER009,27-07-07 10:21:23,1,VENDOR4,,
USN000684,LINE005,WORKSTATION008,M5,USN000710,27-07-08 01:25:58,0,T,USER002,27-07-08 07:17:35,5,VENDOR1,,
USN000685,LINE005,WORKSTATION009,M3,USN000811,27-07-09 16:37:42,1,T,USER003,27-07-09 09:59:06,2,VENDOR5,,
USN000686,LINE005,WORKSTATION004,M4,USN000770,27-07-10 06:20:41,0,F,USER015,27-07-10 10:05:12,4,VENDOR2,,
USN000687,LINE003,WORKSTATION006,M4,USN000237,27-07-11 09:51:34,0,T,USER011,27-07-11 03:58:45,5,VENDOR4,,
USN000688,LINE001,WORKSTATION002,M2,USN000187,27-07-12 04:54:48,1,T,USER001,27-07-12 19:52:24,2,VENDOR1,,
USN000689,LINE003,WORKSTATION003,M2,USN000419,27-07-13 11:55:40,3,T,USER016,27-07-13 23:32:58,1,VENDOR1,,
USN000690,LINE002,WORKSTATION004,M1,USN000872,27-07-14 23:51:18,3,T,USER020,27-07-14 08:39:01,1,VENDOR4,,
USN000691,LINE003,WORKSTATION009,M5,USN000881,27-07-15 04:28:14,1,T,USER013,27-07-15 22:20:52,4,VENDOR1,K7080660,
USN000692,LINE001,WORKSTATION007,M2,USN000487,27-07-16 22:19:19,3,T,USER017,27-07-16 08:12:17,2,VENDOR3,,
USN000693,LINE001,WORKSTATION010,M3,USN000543,27-07-17 07:18:05,2,T,USER014,27-07-17 13:07:40,3,VENDOR3,,
USN000694,LINE004,WORKSTATION001,M3,USN000560,27-07-18 18:01:56,1,T,USER004,27-07-18 02:02:49,1,VENDOR1,,
USN000695,LINE005,WORKSTATION007,M3,USN000230,27-07-19 14:35:09,3,T,USER003,27-07-19 01:51:41,2,VENDOR4,,
USN000696,LINE002,WORKSTATION009,M2,USN000822,27-07-20 12:01:03,3,F,USER019,27-07-20 10:37:33,5,VENDOR2,,
USN000697,LINE002,WORKSTATION008,M2,USN000500,27-07-21 20:05:09,3,T,USER003,27-07-21 18:16:11,4,VENDOR2,,
USN000698,LINE001,WORKSTATION007,M1,USN000837,27-07-22 05:33:11,1,T,USER006,27-07-22 17:36:30,4,VENDOR1,K1993933,
USN000699,LINE004,WORKSTATION004,M1,USN000572,27-07-23 08:42:07,3,T,USER016,27-07-23 23:38:33,2,VENDOR3,,ERROR3
USN000700,LINE003,WORKSTATION006,M4,USN000287,27-07-24 11:31:09,2,T,USER001,27-07-24 02:59:45,1,VENDOR1,,ERROR1
USN000701,LINE001,WORKSTATION004,M3,USN000328,27-07-25 14:22:48,3,T,USER014,27-07-25 22:05:21,2,VENDOR2,,
USN000702,LINE003,WORKSTATION006,M4,USN000282,27-07-26 04:57:12,0,T,USER004,27-07-26 06:39:05,3,VENDOR4,,
USN000703,LINE005,WORKSTATION007,M2,USN000794,27-07-27 19:42:04,3,T,USER015,27-07-27 11:40:44,3,VENDOR3,,
USN000704,LINE005,WORKSTATION010,M3,USN000338,27-07-28 04:56:11,2,T,USER020,27-07-28 16:34:51,5,VENDOR2,,
USN000705,LINE005,WORKSTATION006,M5,USN000507,27-07-29 13:47:02,2,T,USER004,27-07-29 07:47:11,1,VENDOR3,,
USN000706,LINE001,WORKSTATION002,M2,USN000526,27-07-30 00:57:08,3,T,USER011,27-07-30 18:57:15,4,VENDOR4,,ERROR1
USN000707,LINE005,WORKSTATION001,M3,USN000030,27-07-31 14:53:40,3,F,USER020,27-07-31 10:07:46,2,VENDOR1,,
USN000708,LINE001,WORKSTATION003,M1,USN000262,27-08-01 23:09:18,2,T,USER001,27-08-01 07:14:08,1,VENDOR4,,
USN000709,LINE004,WORKSTATION001,M4,USN000656,27-08-02 08:03:20,2,T,USER013,27-08-02 19:25:03,3,VENDOR3,,
USN000710,LINE005,WORKSTATION005,M1,USN000960,27-08-03 16:03:04,2,F,USER010,27-08-03 09:35:36,5,VENDOR3,K7052479,ERROR5
USN000711,LINE002,WORKSTATION006,M4,USN000602,27-08-04 08:01:15,2,T,USER020,27-08-04 19:04:58,1,VENDOR5,K7323523,
USN000712,LINE003,WORKSTATION004,M4,USN000976,27-08-05 00:51:16,3,T,USER011,27-08-05 22:28:42,2,VENDOR2,,
USN000713,LINE001,WORKSTATION002,M2,USN000455,27-08-06 08:38:41,3,T,USER017,27-08-06 16:17:50,1,VENDOR5,,
USN000714,LINE002,WORKSTATION003,M5,USN000065,27-08-07 21:40:53,3,T,USER012,27-08-07 13:07:57,1,VENDOR4,,
USN000715,LINE005,WORKSTATION002,M3,USN000665,27-08-08 03:40:16,1,T,USER009,27-08-08 17:15:39,1,VENDOR1,,
USN000716,LINE002,WORKSTATION010,M2,USN000958,27-08-09 00:54:19,3,T,USER012,27-08-09 21:52:32,4,VENDOR1,,
USN000717,LINE003,WORKSTATION009,M5,USN000733,27-08-10 10:04:12,1,T,USER005,27-08-10 13:16:07,3,VENDOR2,,ERROR3
USN000718,LINE003,WORKSTATION003,M1,USN000485,27-08-11 02:17:42,2,T,USER012,27-08-11 05:51:30,2,VENDOR2,,
USN000719,LINE005,WORKSTATION005,M4,USN000045,27-08-12 18:49:10,1,T,USER001,27-08-12 23:29:03,4,VENDOR1,,
USN000720,LINE002,WORKSTATION003,M1,USN000052,27-08-13 16:02:36,3,T,USER014,27-08-13 01:25:38,2,VENDOR3,,
USN000721,LINE004,WORKSTATION005,M2,USN000428,27-08-14 21:17:49,1,T,USER008,27-08-14 12:11:47,4,VENDOR5,,
USN000722,LINE002,WORKSTATION010,M4,USN000840,27-08-15 03:03:28,3,T,USER020,27-08-15 02:07:28,4,VENDOR5,,
USN000723,LINE004,WORKSTATION004,M1,USN000887,27-08-16 03:30:52,3,T,USER013,27-08-16 12:51:23,2,VENDOR4,,
USN000724,LINE005,WORKSTATION009,M3,USN000200,27-08-17 19:14:08,3,T,USER009,27-08-17 04:12:54,4,VENDOR5,,
USN000725,LINE002,WORKSTATION002,M1,USN000744,27-08-18 03:33:29,0,T,USER006,27-08-18 17:50:08,3,VENDOR1,,
USN000726,LINE001,WORKSTATION009,M1,USN000972,27-08-19 14:09:29,3,T,USER012,27-08-19 17:19:53,1,VENDOR3,,
USN000727,LINE002,WORKSTATION009,M1,USN000625,27-08-20 20:13:53,3,T,USER011,27-08-20 23:51:34,4,VENDOR5,,
USN000728,LINE003,WORKSTATION008,M5,USN000327,27-08-21 20:45:31,3,T,USER020,27-08-21 00:47:45,2,VENDOR1,,
USN000729,LINE002,WORKSTATION004,M4,USN000188,27-08-22 19:20:42,1,T,USER016,27-08-22 12:11:01,1,VENDOR2,,
USN000730,LINE001,WORKSTATION010,M4,USN000190,27-08-23 10:07:03,1,T,USER007,27-08-23 02:33:33,2,VENDOR1,,
USN000731,LINE003,WORKSTATION008,M2,USN000344,27-08-24 22:59:58,0,T,USER018,27-08-24 07:52:54,1,VENDOR2,K4750432,
USN000732,LINE004,WORKSTATION010,M5,USN000275,27-08-25 15:53:24,0,T,USER011,27-08-25 01:49:46,4,VENDOR3,,
USN000733,LINE003,WORKSTATION001,M4,USN000005,27-08-26 18:07:50,1,T,USER018,27-08-26 18:11:35,1,VENDOR1,,
USN000734,LINE001,WORKSTATION008,M4,USN000111,27-08-27 03:32:16,3,T,USER010,27-08-27 22:35:47,4,VENDOR2,,
USN000735,LINE001,WORKSTATION001,M3,USN000712,27-08-28 20:02:48,3,T,USER006,27-08-28 02:36:36,1,VENDOR3,,ERROR4
USN000736,LINE005,WORKSTATION007,M1,USN000269,27-08-29 07:19:10,1,T,USER018,27-08-29 06:22:59,4,VENDOR1,,
USN000737,LINE004,WORKSTATION009,M2,USN000606,27-08-30 10:40:29,0,T,USER010,27-08-30 10:28:43,2,VENDOR4,,
USN000738,LINE003,WORKSTATION001,M2,USN000119,27-08-31 12:18:12,0,T,USER015,27-08-31 19:01:47,5,VENDOR3,,
USN000739,LINE002,WORKSTATION006,M5,USN000296,27-09-01 19:26:13,0,F,USER001,27-09-01 23:50:53,1,VENDOR5,,
USN000740,LINE005,WORKSTATION007,M4,USN000881,27-09-02 12:00:15,2,T,USER002,27-09-02 11:23:42,3,VENDOR3,,
USN000741,LINE005,WORKSTATION004,M3,USN000085,27-09-03 16:28:51,1,F,USER007,27-09-03 19:45:36,2,VENDOR5,,
USN000742,LINE004,WORKSTATION008,M2,USN000829,27-09-04 04:23:16,3,T,USER011,27-09-04 01:18:52,4,VENDOR2,,
USN000743,LINE002,WORKSTATION003,M1,USN000241,27-09-05 21:54:45,1,T,USER019,27-09-05 21:35:27,3,VENDOR3,,
USN000744,LINE004,WORKSTATION002,M5,USN000124,27-09-06 04:43:43,0,T,USER004,27-09-06 05:51:37,1,VENDOR2,,
USN000745,LINE003,WORKSTATION008,M2,USN000203,27-09-07 05:48:48,3,T,USER020,27-09-07 09:28:53,3,VENDOR5,K7512360,
USN000746,LINE002,WORKSTATION004,M5,USN000143,27-09-08 08:31:22,3,T,USER014,27-09-08 16:06:29,5,VENDOR2,K4958209,
USN000747,LINE002,WORKSTATION005,M5,USN000528,27-09-09 11:00:48,1,T,USER011,27-09-09 21:42:45,5,VENDOR1,K3363401,
USN000748,LINE005,WORKSTATION007,M1,USN000818,27-09-10 17:55:59,1,T,USER012,27-09-10 21:35:33,3,VENDOR3,K3334737,
USN000749,LINE005,WORKSTATION006,M1,USN000144,27-09-11 00:56:32,0,T,USER019,27-09-11 19:30:42,3,VENDOR3,,
USN000750,LINE001,WORKSTATION005,M4,USN000626,27-09-12 11:33:53,2,T,USER014,27-09-12 13:06:26,3,VENDOR5,K0392442,
USN000751,LINE004,WORKSTATION006,M4,USN000822,27-09-13 11:11:24,0,T,USER013,27-09-13 06:46:54,5,VENDOR1,,
USN000752,LINE002,WORKSTATION009,M5,USN000188,27-09-14 07:32:16,3,F,USER019,27-09-14 09:26:06,1,VENDOR5,,
USN000753,LINE002,WORKSTATION002,M5,USN000567,27-09-15 08:10:11,1,T,USER004,27-09-15 08:28:33,2,VENDOR1,,
USN000754,LINE002,WORKSTATION001,M2,USN000171,27-09-16 21:18:00,1,T,USER009,27-09-16 00:54:17,4,VENDOR4,,
USN000755,LINE003,WORKSTATION003,M3,USN000901,27-09-17 08:42:37,3,T,USER013,27-09-17 01:15:21,4,VENDOR4,,
USN000756,LINE003,WORKSTATION008,M3,USN000975,27-09-18 19:10:04,1,T,USER014,27-09-18 20:24:44,2,VENDOR4,,
USN000757,LINE005,WORKSTATION005,M1,USN000365,27-09-19 18:50:57,2,F,USER020,27-09-19 04:23:54,5,VENDOR4,,ERROR3
USN000758,LINE002,WORKSTATION009,M2,USN000690,27-09-20 16:47:47,3,T,USER020,27-09-20 16:23:14,5,VENDOR1,,
USN000759,LINE005,WORKSTATION008,M5,USN000086,27-09-21 02:07:05,3,T,USER003,27-09-21 00:13:14,2,VENDOR3,,
USN000760,LINE003,WORKSTATION005,M2,USN000541,27-09-22 22:24:47,3,T,USER005,27-09-22 01:43:11,5,VENDOR2,,
USN000761,LINE003,WORKSTATION005,M1,USN000979,27-09-23 00:03:41,0,T,USER015,27-09-23 08:11:35,1,VENDOR5,,
USN000762,LINE003,WORKSTATION001,M2,USN000988,27-09-24 08:44:34,1,T,USER017,27-09-24 15:45:03,2,VENDOR3,,
USN000763,LINE005,WORKSTATION008,M1,USN000752,27-09-25 17:47:03,1,T,USER017,27-09-25 05:34:03,1,VENDOR2,,
USN000764,LINE004,WORKSTATION003,M3,USN000124,27-09-26 06:00:08,3,T,USER006,27-09-26 14:45:58,3,VENDOR5,,
USN000765,LINE003,WORKSTATION002,M2,USN000480,27-09-27 06:47:04,1,F,USER002,27-09-27 23:26:32,5,VENDOR4,,
USN000766,LINE001,WORKSTATION008,M1,USN000082,27-09-28 03:28:48,3,T,USER005,27-09-28 22:36:19,5,VENDOR4,,
USN000767,LINE005,WORKSTATION007,M1,USN000728,27-09-29 19:14:17,2,T,USER009,27-09-29 03:22:42,3,VENDOR3,K7099751,
USN000768,LINE003,WORKSTATION008,M5,USN000065,27-09-30 09:24:05,3,T,USER012,27-09-30 04:41:47,4,VENDOR4,,
USN000769,LINE002,WORKSTATION010,M4,USN000682,27-10-01 08:46:31,1,T,USER003,27-10-01 07:47:13,4,VENDOR2,,
USN000770,LINE005,WORKSTATION010,M5,USN000819,27-10-02 01:17:31,0,T,USER007,27-10-02 10:28:48,5,VENDOR4,,
USN000771,LINE001,WORKSTATION007,M5,USN000098,27-10-03 15:04:39,2,T,USER003,27-10-03 01:26:00,2,VENDOR5,,
USN000772,LINE001,WORKSTATION007,M5,USN000942,27-10-04 06:09:54,1,T,USER002,27-10-04 19:45:28,3,VENDOR5,,
USN000773,LINE002,WORKSTATION006,M1,USN000234,27-10-05 21:31:40,2,F,USER011,27-10-05 22:25:26,3,VENDOR4,,ERROR3
USN000774,LINE003,WORKSTATION005,M2,USN000791,27-10-06 13:13:54,0,T,USER010,27-10-06 05:57:51,3,VENDOR2,,
USN000775,LINE001,WORKSTATION009,M3,USN000406,27-10-07 06:16:34,3,F,USER006,27-10-07 08:08:27,3,VENDOR3,,
USN000776,LINE005,WORKSTATION006,M3,USN000576,27-10-08 03:22:59,0,T,USER007,27-10-08 10:31:57,1,VENDOR3,,
USN000777,LINE003,WORKSTATION010,M4,USN000668,27-10-09 06:40:19,2,T,USER018,27-10-09 11:24:36,5,VENDOR3,,ERROR2
USN000778,LINE003,WORKSTATION008,M2,USN000241,27-10-10 02:21:55,3,T,USER003,27-10-10 02:59:20,5,VENDOR1,,ERROR2
USN000779,LINE003,WORKSTATION007,M2,USN000040,27-10-11 10:15:25,2,T,USER018,27-10-11 01:29:25,4,VENDOR3,,
USN000780,LINE004,WORKSTATION003,M3,USN000739,27-10-12 16:08:39,1,T,USER015,27-10-12 13:11:22,5,VENDOR3,,
